Issue Date,Violation,Street,Location,Discounted Fine,Full Fine,Point
15-Nov-21,P17Too close to a traffic sign,Mayfair PL,"(49.8822, -97.1381)",52.5,70,
15-Nov-21,P17Too close to a traffic sign,Wentworth ST,"(49.8714, -97.1612)",52.5,70,
15-Nov-21,P16No Park,LOT128-960 THOMAS,"(49.8987, -97.0846)",52.5,70,
15-Nov-21,P13Fire Hydrant,Lloyd ST,"(49.873, -97.1171)",75,100,
15-Nov-21,P04Oversized Vehicle,Haggart AVE,"(49.9497, -97.2169)",52.5,70,
15-Nov-21,P04Oversized Vehicle,Haggart AVE,"(49.9498, -97.2169)",52.5,70,
15-Nov-21,P04Oversized Vehicle,Haggart AVE,"(0.0, 0.0)",52.5,70,
15-Nov-21,P04Oversized Vehicle,Haggart AVE,"(0.0, 0.0)",52.5,70,
15-Nov-21,P04Oversized Vehicle,Haggart AVE,"(49.9498, -97.2187)",52.5,70,
15-Nov-21,MP03-Rush Hour,Keewatin ST,,75,100,
15-Nov-21,MP16-No Park,William AVE W,,52.5,70,
15-Nov-21,P03Rush Hour,Osborne ST,"(49.8685, -97.1371)",75,100,
15-Nov-21,P03Rush Hour,Osborne ST,"(49.8624, -97.1323)",75,100,
15-Nov-21,MP06-No Stop,Logan AVE,,52.5,70,
15-Nov-21,MP16-No Park,William AVE W,,52.5,70,
15-Nov-21,P03Rush Hour,St Mary AVE,"(49.8896, -97.146)",75,100,
15-Nov-21,P03Rush Hour,Smith ST,"(49.8905, -97.1401)",75,100,
15-Nov-21,MP24-Wrong Direction,Fairlane AVE,,52.5,70,
15-Nov-21,MP06-No Stop,Nathaniel ST,,52.5,70,
15-Nov-21,MP06-No Stop,Nathaniel ST,,52.5,70,
15-Nov-21,MP06-No Stop,Sherbrook ST,,52.5,70,
15-Nov-21,P06No Stop,William Stephenson WAY,"(49.8935, -97.1373)",52.5,70,
15-Nov-21,MP06-No Stop,Burland AVE,,52.5,70,
15-Nov-21,MP06-No Stop,Burland AVE,,52.5,70,
15-Nov-21,P16No Park,Ronald ST,,52.5,70,
15-Nov-21,MP06-No Stop,Burland AVE,,52.5,70,
15-Nov-21,P16No Park,Lily ST,"(49.899, -97.1365)",52.5,70,
15-Nov-21,MP06-No Stop,Clifton ST,,52.5,70,
15-Nov-21,P04Oversized Vehicle,Haggart AVE,"(49.9504, -97.2229)",52.5,70,
15-Nov-21,P06No Stop,Sherbrook ST,"(49.9037, -97.1558)",52.5,70,
15-Nov-21,P12L/Z Overtime,Smith ST,"(0.0, 0.0)",52.5,70,
15-Nov-21,P04Oversized Vehicle,Haggart AVE,"(0.0, 0.0)",52.5,70,
15-Nov-21,P09Too close/in an intersection,Moncton AVE,"(49.912, -97.0659)",75,100,
15-Nov-21,P04Oversized Vehicle,Haggart AVE,"(0.0, 0.0)",52.5,70,
15-Nov-21,MP06-No Stop,Burland AVE,,52.5,70,
15-Nov-21,MP06-No Stop,Dollard BLVD,,52.5,70,
15-Nov-21,P12L/Z Overtime,Vaughan ST,"(49.8914, -97.1497)",52.5,70,
15-Nov-21,P05Overtime,Furby ST,,52.5,70,
15-Nov-21,P06No Stop,Henderson HWY,"(49.938, -97.0923)",52.5,70,
15-Nov-21,P01Meter Expired,LOT105-1539 WAVERLY,,45,60,
15-Nov-21,P05Overtime,Furby ST,,52.5,70,
15-Nov-21,P05Overtime,Furby ST,,52.5,70,
15-Nov-21,P01Meter Expired,LOT105-1539 WAVERLY,,45,60,
15-Nov-21,P05Overtime,Furby ST,,52.5,70,
15-Nov-21,P01Meter Expired,LOT105-1539 WAVERLY,,45,60,
15-Nov-21,P05Overtime,Furby ST,,52.5,70,
15-Nov-21,P13Fire Hydrant,Partridge AVE,"(49.9445, -97.1236)",75,100,
15-Nov-21,MP22-Wrong side of Rd,Kitson ST,,52.5,70,
15-Nov-21,MP06-No Stop,Broadway,,52.5,70,
15-Nov-21,MP16-No Park,Furby ST,,52.5,70,
15-Nov-21,MP24-Wrong Direction,Valour RD,,52.5,70,
15-Nov-21,MP06-No Stop,Saulteaux CRES,,52.5,70,
15-Nov-21,P05Overtime,Furby ST,,52.5,70,
15-Nov-21,P05Overtime,Furby ST,,52.5,70,
15-Nov-21,P13Fire Hydrant,Hargrave ST,"(49.8901, -97.1445)",75,100,
15-Nov-21,MP20-Parked on a Boulevard,Booth DR,,52.5,70,
15-Nov-21,MP06-No Stop,Booth DR,,52.5,70,
15-Nov-21,MP16-No Park,Booth DR,,52.5,70,
15-Nov-21,MP06-No Stop,Ronald ST,,52.5,70,
15-Nov-21,P05Overtime,Furby ST,,52.5,70,
15-Nov-21,P30Designated space,Edmonton ST,"(49.8922, -97.1461)",225,300,
15-Nov-21,P12L/Z Overtime,Sara AVE,"(49.8838, -97.1591)",52.5,70,
15-Nov-21,P14Improperly Parking,James AVE,"(0.0, 0.0)",52.5,70,
15-Nov-21,P05Overtime,Belvidere ST,,52.5,70,
15-Nov-21,P64No Stop/Park in a taxi stand,St Mary AVE,"(49.8898, -97.1474)",52.5,70,
15-Nov-21,MP24-Wrong Direction,Woodlawn ST,,52.5,70,
15-Nov-21,P05Overtime,Duffield ST,,52.5,70,
15-Nov-21,MP23-Double Parked,Colony ST,,52.5,70,
15-Nov-21,MP06-No Stop,Portage Ave.,,52.5,70,
15-Nov-21,P06No Stop,Lombard AVE,"(49.8962, -97.1373)",52.5,70,
15-Nov-21,MP06-No Stop,Sherbrook ST,,52.5,70,
15-Nov-21,MP16-No Park,Sherbrook ST,,52.5,70,
15-Nov-21,MP24-Wrong Direction,West Gate,,52.5,70,
15-Nov-21,P12L/Z Overtime,Edmonton ST,"(49.8959, -97.1491)",52.5,70,
15-Nov-21,MP06-No Stop,Portage Ave.,,52.5,70,
15-Nov-21,P01Meter Expired,Webb PL,"(49.8928, -97.1516)",45,60,
15-Nov-21,P02Meter Overtime,Portage Ave.,"(49.8915, -97.1492)",52.5,70,
15-Nov-21,P05Overtime,Jefferson AVE,"(0.0, 0.0)",52.5,70,
15-Nov-21,MP24-Wrong Direction,Moorgate ST,,52.5,70,
15-Nov-21,MP06-No Stop,Roblin BLVD,,52.5,70,
15-Nov-21,P05Overtime,Jefferson AVE,"(49.9607, -97.1838)",52.5,70,
15-Nov-21,P05Overtime,Vale PL,,52.5,70,
15-Nov-21,MP06-No Stop,Saulteaux CRES,,52.5,70,
15-Nov-21,MP06-No Stop,Sherbrook ST,,52.5,70,
15-Nov-21,P01Meter Expired,Kennedy ST,"(49.8877, -97.1459)",45,60,
15-Nov-21,P13Fire Hydrant,Buchanan BLVD,,75,100,
15-Nov-21,P05Overtime,Valde AVE,,52.5,70,
15-Nov-21,MP06-No Stop,Buchanan BLVD,,52.5,70,
15-Nov-21,P01Meter Expired,Kennedy ST,"(49.887, -97.1455)",45,60,
15-Nov-21,MP24-Wrong Direction,Morgan CRES,,52.5,70,
15-Nov-21,P05Overtime,Valde AVE,,52.5,70,
15-Nov-21,P05Overtime,Valde AVE,,52.5,70,
15-Nov-21,MP06-No Stop,Balmoral ST,,52.5,70,
15-Nov-21,P01Meter Expired,Rupert AVE,"(49.9013, -97.1392)",45,60,
15-Nov-21,P01Meter Expired,LOT140-421 OSBORNE ST,,45,60,
15-Nov-21,P02Meter Overtime,Rupert AVE,"(49.9011, -97.1384)",52.5,70,
15-Nov-21,P06No Stop,Eccles ST,,52.5,70,
15-Nov-21,P02Meter Overtime,Kennedy ST,"(49.8871, -97.1457)",52.5,70,
15-Nov-21,P01Meter Expired,Waterfront DR,"(49.8989, -97.1325)",45,60,
15-Nov-21,MP22-Wrong side of Rd,Arden AVE,,52.5,70,
15-Nov-21,P30Designated space,Rorie ST,"(0.0, 0.0)",225,300,
15-Nov-21,P01Meter Expired,Kennedy ST,"(49.8868, -97.1453)",45,60,
15-Nov-21,P05Overtime,Edmonton ST,"(49.8978, -97.15)",52.5,70,
15-Nov-21,MP06-No Stop,Dieppe RD,,52.5,70,
15-Nov-21,P05Overtime,Notre Dame AVE,"(49.8971, -97.1461)",52.5,70,
15-Nov-21,P06No Stop,Lombard AVE,"(49.8958, -97.1363)",52.5,70,
15-Nov-21,MP06-No Stop,Dieppe RD,,52.5,70,
15-Nov-21,P05Overtime,Edmonton ST,"(49.8978, -97.148)",52.5,70,
15-Nov-21,MP06-No Stop,Dieppe RD,,52.5,70,
15-Nov-21,P03Rush Hour,Smith ST,"(49.8932, -97.1412)",75,100,
15-Nov-21,MP03-Rush Hour,Keewatin ST,,75,100,
15-Nov-21,P03Rush Hour,King ST,"(49.8989, -97.1404)",75,100,
15-Nov-21,MP03-Rush Hour,Keewatin ST,,75,100,
15-Nov-21,P03Rush Hour,Donald ST,"(49.8943, -97.144)",75,100,
15-Nov-21,MP06-No Stop,Dieppe RD,,52.5,70,
15-Nov-21,P03Rush Hour,Donald ST,"(49.8943, -97.144)",75,100,
15-Nov-21,MP03-Rush Hour,Keewatin ST,,75,100,
15-Nov-21,P03Rush Hour,St Mary AVE,"(49.889, -97.1485)",75,100,
15-Nov-21,P03Rush Hour,McDermot AVE,"(49.8969, -97.1394)",75,100,
15-Nov-21,P06No Stop,Sage Creek BLVD,,52.5,70,
15-Nov-21,P03Rush Hour,Smith ST,"(0.0, 0.0)",75,100,
15-Nov-21,P03Rush Hour,King ST,"(49.8988, -97.1404)",75,100,
15-Nov-21,P03Rush Hour,York AVE,"(49.8882, -97.1469)",75,100,
15-Nov-21,P03Rush Hour,Henderson HWY,"(0.0, 0.0)",75,100,
15-Nov-21,MP06-No Stop,Sage Creek BLVD,,52.5,70,
15-Nov-21,P03Rush Hour,York AVE,"(49.8881, -97.1458)",75,100,
15-Nov-21,MP06-No Stop,Sage Creek BLVD,,52.5,70,
15-Nov-21,P03Rush Hour,Broadway,"(49.8868, -97.1442)",75,100,
15-Nov-21,P03Rush Hour,Fort ST,"(49.8882, -97.1361)",75,100,
15-Nov-21,P03Rush Hour,Notre Dame AVE,"(49.8953, -97.1399)",75,100,
15-Nov-21,MP03-Rush Hour,Keewatin ST,,75,100,
15-Nov-21,P05Overtime,Edmonton ST,"(49.8982, -97.15)",52.5,70,
15-Nov-21,P30Designated space,Spence ST,"(49.8925, -97.1538)",225,300,
15-Nov-21,P30Designated space,Graham AVE,"(49.8909, -97.1473)",225,300,
15-Nov-21,P03Rush Hour,Redwood AVE,"(49.9184, -97.1342)",75,100,
15-Nov-21,P03Rush Hour,Sherbrook ST,,75,100,
15-Nov-21,MP06-No Stop,Bishop Grandin BLVD,,52.5,70,
15-Nov-21,MP06-No Stop,Bishop Grandin BLVD,,52.5,70,
15-Nov-21,P14Improperly Parking,Home ST,,52.5,70,
15-Nov-21,P06No Stop,River AVE,"(0.0, 0.0)",52.5,70,
15-Nov-21,P04Oversized Vehicle,Deerfield PL,"(49.8544, -97.3208)",52.5,70,
15-Nov-21,P17Too close to a traffic sign,Boyd AVE,"(49.9224, -97.1444)",52.5,70,
15-Nov-21,P15Alley,Alley,"(49.9268, -97.1365)",52.5,70,
15-Nov-21,P30Designated space,Lombard AVE,,225,300,
15-Nov-21,P21Obstructing- vehicle,Madrill CLOSE,"(49.9475, -97.1782)",75,100,
15-Nov-21,P06No Stop,Kenaston BLVD,"(49.8236, -97.2033)",52.5,70,
15-Nov-21,MP06-No Stop,Cumberland AVE,,52.5,70,
15-Nov-21,MP24-Wrong Direction,Bannatyne AVE,,52.5,70,
15-Nov-21,MP06-No Stop,Bannatyne AVE,,52.5,70,
15-Nov-21,MP06-No Stop,Sherbrook ST,,52.5,70,
15-Nov-21,P06No Stop,William AVE,,52.5,70,
15-Nov-21,MP06-No Stop,Hargrave ST,,52.5,70,
16-Nov-21,P13Fire Hydrant,Good ST,"(49.8892, -97.1518)",75,100,
16-Nov-21,P12L/Z Overtime,Arundel RD,"(0.0, 0.0)",52.5,70,
16-Nov-21,P12L/Z Overtime,Arundel RD,"(0.0, 0.0)",52.5,70,
16-Nov-21,P20Parked on a Boulevard,Powers ST,"(49.939, -97.1256)",52.5,70,
16-Nov-21,P20Parked on a Boulevard,Powers ST,"(49.939, -97.1258)",52.5,70,
16-Nov-21,P13Fire Hydrant,Partridge AVE,"(49.9444, -97.1232)",75,100,
16-Nov-21,P17Too close to a traffic sign,Powers ST,"(0.0, 0.0)",52.5,70,
16-Nov-21,P16No Park,Shahi ST,"(49.772, -97.1738)",52.5,70,
16-Nov-21,P17Too close to a traffic sign,Royal AVE,"(49.9426, -97.1226)",52.5,70,
16-Nov-21,MP06-No Stop,Shahi ST,,52.5,70,
16-Nov-21,P17Too close to a traffic sign,Burrin AVE,"(49.9425, -97.1261)",52.5,70,
16-Nov-21,P13Fire Hydrant,Herbert AVE,"(49.9303, -97.1253)",75,100,
16-Nov-21,P04Oversized Vehicle,Point West WAY,"(49.7757, -97.174)",52.5,70,
16-Nov-21,MP16-No Park,William AVE W,,52.5,70,
16-Nov-21,P16No Park,Langside ST,"(49.8855, -97.1567)",52.5,70,
16-Nov-21,MP03-Rush Hour,Keewatin ST,,75,100,
16-Nov-21,MP23-Double Parked,William AVE W,,52.5,70,
16-Nov-21,MP16-No Park,William AVE W,,52.5,70,
16-Nov-21,P03Rush Hour,Notre Dame AVE,"(49.9139, -97.1923)",75,100,
16-Nov-21,P03Rush Hour,Corydon AVE,"(49.8729, -97.1471)",75,100,
16-Nov-21,MP06-No Stop,McDermot AVE,,52.5,70,
16-Nov-21,P13Fire Hydrant,Hargrave ST,"(49.886, -97.1407)",75,100,
16-Nov-21,MP06-No Stop,Chancellor DR,,52.5,70,
16-Nov-21,MP24-Wrong Direction,Blue Lake BAY,,52.5,70,
16-Nov-21,P03Rush Hour,Sherbrook ST,"(0.0, 0.0)",75,100,
16-Nov-21,MP06-No Stop,Bannatyne AVE,,52.5,70,
16-Nov-21,MP06-No Stop,McDermot AVE,,52.5,70,
16-Nov-21,MP06-No Stop,McDermot AVE,,52.5,70,
16-Nov-21,MP16-No Park,Daer BLVD,,52.5,70,
16-Nov-21,P03Rush Hour,William AVE,"(0.0, 0.0)",75,100,
16-Nov-21,MP06-No Stop,Chancellor DR,,52.5,70,
16-Nov-21,MP06-No Stop,Leighton AVE,,52.5,70,
16-Nov-21,MP06-No Stop,Leighton AVE,,52.5,70,
16-Nov-21,MP06-No Stop,McBey AVE,,52.5,70,
16-Nov-21,P03Rush Hour,St Mary AVE,"(49.8897, -97.1467)",75,100,
16-Nov-21,MP06-No Stop,Chancellor DR,,52.5,70,
16-Nov-21,MP06-No Stop,Chancellor DR,,52.5,70,
16-Nov-21,MP06-No Stop,Chancellor DR,,52.5,70,
16-Nov-21,MP06-No Stop,Chancellor DR,,52.5,70,
16-Nov-21,MP06-No Stop,Chancellor DR,,52.5,70,
16-Nov-21,MP06-No Stop,Chancellor DR,,52.5,70,
16-Nov-21,MP06-No Stop,Chancellor DR,,52.5,70,
16-Nov-21,MP06-No Stop,Chancellor DR,,52.5,70,
16-Nov-21,P06No Stop,Colony ST,,52.5,70,
16-Nov-21,MP06-No Stop,Chancellor DR,,52.5,70,
16-Nov-21,MP24-Wrong Direction,Lark ST,,52.5,70,
16-Nov-21,P17Too close to a traffic sign,Lark ST,,52.5,70,
16-Nov-21,MP24-Wrong Direction,McLeod AVE,,52.5,70,
16-Nov-21,P19Crosswalk (MRKD/UNMRKD),Neptune BAY,,52.5,70,
16-Nov-21,P14Improperly Parking,Albert ST,"(49.8957, -97.1405)",52.5,70,
16-Nov-21,MP06-No Stop,Alverstone ST,,52.5,70,
16-Nov-21,P06No Stop,Templeton AVE,,52.5,70,
16-Nov-21,MP06-No Stop,RUE DESPINS ST,,52.5,70,
16-Nov-21,MP16-No Park,Langside ST,,52.5,70,
16-Nov-21,P17Too close to a traffic sign,Wolever AVE,,52.5,70,
16-Nov-21,MP06-No Stop,Saulteaux CRES,,52.5,70,
16-Nov-21,MP06-No Stop,Saulteaux CRES,,52.5,70,
16-Nov-21,MP24-Wrong Direction,Ashburn ST,,52.5,70,
16-Nov-21,P13Fire Hydrant,Smith ST,"(49.8916, -97.1413)",75,100,
16-Nov-21,P01Meter Expired,Assiniboine AVE,"(0.0, 0.0)",45,60,
16-Nov-21,P21Obstructing- vehicle,Golf BLVD,,75,100,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P62Veh.on priv.prop-Rule__,Lavender BAY,"(49.9596, -97.1808)",75,100,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P01Meter Expired,Edmonton ST,"(49.8874, -97.1444)",45,60,
16-Nov-21,MP06-No Stop,Alexander AVE,,52.5,70,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,MP06-No Stop,Bruce AVE,,52.5,70,
16-Nov-21,P01Meter Expired,Carlton ST,"(49.8878, -97.1433)",45,60,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P01Meter Expired,Carlton ST,"(49.888, -97.1432)",45,60,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P06No Stop,Adsum DR,"(49.9552, -97.1654)",52.5,70,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P21Obstructing- vehicle,Alley,,75,100,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P14Improperly Parking,RUE LAURIER ST,,52.5,70,
16-Nov-21,P62Veh.on priv.prop-Rule__,Cornwall AVE,,75,100,
16-Nov-21,P13Fire Hydrant,St Mary AVE,"(49.8905, -97.1428)",75,100,
16-Nov-21,P01Meter Expired,Hargrave ST,"(49.8906, -97.1433)",45,60,
16-Nov-21,P13Fire Hydrant,Hargrave ST,"(0.0, 0.0)",75,100,
16-Nov-21,P06No Stop,Carlton ST,"(49.8904, -97.1445)",52.5,70,
16-Nov-21,P05Overtime,Duffield ST,,52.5,70,
16-Nov-21,P06No Stop,Bole ST,,52.5,70,
16-Nov-21,P05Overtime,Belvidere ST,,52.5,70,
16-Nov-21,P05Overtime,Templeton AVE,"(49.9476, -97.1148)",52.5,70,
16-Nov-21,P05Overtime,Furby ST,,52.5,70,
16-Nov-21,P05Overtime,Woodlawn ST,,52.5,70,
16-Nov-21,P05Overtime,Templeton AVE,"(0.0, 0.0)",52.5,70,
16-Nov-21,P05Overtime,Templeton AVE,"(49.9467, -97.1122)",52.5,70,
16-Nov-21,MP16-No Park,Sherburn ST,,52.5,70,
16-Nov-21,P06No Stop,Garry ST,"(49.8919, -97.1391)",52.5,70,
16-Nov-21,P05Overtime,Dominion ST,,52.5,70,
16-Nov-21,P05Overtime,Margaret AVE,"(49.9475, -97.1122)",52.5,70,
16-Nov-21,P05Overtime,Dominion ST,,52.5,70,
16-Nov-21,P62Veh.on priv.prop-Rule__,Reay CRES,"(49.922, -97.0701)",75,100,
16-Nov-21,MP06-No Stop,Portage Ave.,,52.5,70,
16-Nov-21,P05Overtime,Qu'appelle AVE,"(49.8952, -97.1493)",52.5,70,
16-Nov-21,MP06-No Stop,Templeton AVE,,52.5,70,
16-Nov-21,MP26-Fire Lane,McPhillips ST,,225,300,
16-Nov-21,P05Overtime,Qu'appelle AVE,"(49.8947, -97.1515)",52.5,70,
16-Nov-21,P62Veh.on priv.prop-Rule__,BOUL VILLENEUVE BLVD,,75,100,
16-Nov-21,P01Meter Expired,LOT26-821 ELGIN,,45,60,
16-Nov-21,MP06-No Stop,Portage Ave.,,52.5,70,
16-Nov-21,MP06-No Stop,Sherbrook ST,,52.5,70,
16-Nov-21,MP06-No Stop,Sherbrook ST,,52.5,70,
16-Nov-21,MP06-No Stop,Saulteaux CRES,,52.5,70,
16-Nov-21,MP06-No Stop,Wolseley AVE,,52.5,70,
16-Nov-21,P06No Stop,Carlton ST,"(49.8904, -97.1445)",52.5,70,
16-Nov-21,MP06-No Stop,Palmerston AVE,,52.5,70,
16-Nov-21,P13Fire Hydrant,Partridge AVE,"(49.9439, -97.1213)",75,100,
16-Nov-21,P13Fire Hydrant,Hargrave ST,"(49.8907, -97.1433)",75,100,
16-Nov-21,P13Fire Hydrant,Hargrave ST,"(0.0, 0.0)",75,100,
16-Nov-21,P06No Stop,St Matthews AVE,,52.5,70,
16-Nov-21,P04Oversized Vehicle,Mabel ST,,52.5,70,
16-Nov-21,P05Overtime,Garfield ST N,,52.5,70,
16-Nov-21,P05Overtime,Garfield ST N,,52.5,70,
16-Nov-21,P05Overtime,Garfield ST N,,52.5,70,
16-Nov-21,P13Fire Hydrant,Beresford AVE,,75,100,
16-Nov-21,P01Meter Expired,Webb PL,"(49.8927, -97.1511)",45,60,
16-Nov-21,P54Abandoned/derelict,Wardlaw AVE,,225,300,
16-Nov-21,P02Meter Overtime,Adelaide ST,"(49.8987, -97.1434)",52.5,70,
16-Nov-21,MP06-No Stop,Bannatyne AVE,,52.5,70,
16-Nov-21,MP06-No Stop,Bannatyne AVE,,52.5,70,
16-Nov-21,P13Fire Hydrant,Corydon AVE,,75,100,
16-Nov-21,P01Meter Expired,Wesley AVE,"(49.8929, -97.1367)",45,60,
16-Nov-21,MP24-Wrong Direction,Furby ST,,52.5,70,
16-Nov-21,P16No Park,Corydon AVE,,52.5,70,
16-Nov-21,MP06-No Stop,McDermot AVE,,52.5,70,
16-Nov-21,P06No Stop,Fort ST,"(49.8926, -97.1385)",52.5,70,
16-Nov-21,P06No Stop,Corydon AVE,,52.5,70,
16-Nov-21,MP06-No Stop,Bannatyne AVE,,52.5,70,
16-Nov-21,P01Meter Expired,LOT117-106 Israel Asper Way,"(49.8922, -97.1343)",45,60,
16-Nov-21,MP20-Parked on a Boulevard,Boyd AVE,,52.5,70,
16-Nov-21,P04Oversized Vehicle,Aldgate RD,,52.5,70,
16-Nov-21,P04Oversized Vehicle,Haggart AVE,,52.5,70,
16-Nov-21,P04Oversized Vehicle,Haggart AVE,,52.5,70,
16-Nov-21,MP24-Wrong Direction,Adsum DR,,52.5,70,
16-Nov-21,MP06-No Stop,Doubleday DR,,52.5,70,
16-Nov-21,P01Meter Expired,Donald ST,"(49.8959, -97.1439)",45,60,
16-Nov-21,P02Meter Overtime,Donald ST,"(49.8961, -97.1439)",52.5,70,
16-Nov-21,P06No Stop,Lombard AVE,"(49.8953, -97.1365)",52.5,70,
16-Nov-21,MP06-No Stop,Shamrock DR,,52.5,70,
16-Nov-21,P03Rush Hour,Donald ST,"(49.8947, -97.1442)",75,100,
16-Nov-21,P03Rush Hour,Smith ST,"(0.0, 0.0)",75,100,
16-Nov-21,MP24-Wrong Direction,Charles ST,,52.5,70,
16-Nov-21,MP24-Wrong Direction,College AVE,,52.5,70,
16-Nov-21,P03Rush Hour,St Mary AVE,"(49.8913, -97.1401)",75,100,
16-Nov-21,MP24-Wrong Direction,College AVE,,52.5,70,
16-Nov-21,MP06-No Stop,Mountain AVE,,52.5,70,
16-Nov-21,MP16-No Park,William AVE W,,52.5,70,
16-Nov-21,P03Rush Hour,Main ST,"(49.8986, -97.1388)",75,100,
16-Nov-21,MP06-No Stop,Doubleday DR,,52.5,70,
16-Nov-21,MP06-No Stop,Mountain AVE,,52.5,70,
16-Nov-21,MP06-No Stop,Doubleday DR,,52.5,70,
16-Nov-21,MP16-No Park,Leamen CRES,,52.5,70,
16-Nov-21,MP16-No Park,Leamen CRES,,52.5,70,
16-Nov-21,MP06-No Stop,Doubleday DR,,52.5,70,
16-Nov-21,MP06-No Stop,Dowker AVE,,52.5,70,
16-Nov-21,MP06-No Stop,Dowker AVE,,52.5,70,
16-Nov-21,P64No Stop/Park in a taxi stand,St Mary AVE,"(0.0, 0.0)",52.5,70,
16-Nov-21,MP16-No Park,William AVE W,,52.5,70,
16-Nov-21,P03Rush Hour,York AVE,"(49.888, -97.1474)",75,100,
16-Nov-21,P03Rush Hour,York AVE,"(49.8879, -97.1477)",75,100,
16-Nov-21,P06No Stop,Langside ST,"(49.8906, -97.1561)",52.5,70,
16-Nov-21,P03Rush Hour,AV TACHE AVE,,75,100,
16-Nov-21,MP16-No Park,William AVE W,,52.5,70,
16-Nov-21,P03Rush Hour,Smith ST,"(49.8919, -97.1408)",75,100,
16-Nov-21,P01Meter Expired,St Mary AVE,"(49.8908, -97.141)",45,60,
16-Nov-21,P03Rush Hour,Donald ST,"(49.8942, -97.1441)",75,100,
16-Nov-21,P03Rush Hour,St Mary AVE,"(49.8906, -97.1427)",75,100,
16-Nov-21,P03Rush Hour,St Mary AVE,"(49.8907, -97.143)",75,100,
16-Nov-21,P03Rush Hour,St Mary AVE,"(49.8905, -97.1429)",75,100,
16-Nov-21,MP03-Rush Hour,Keewatin ST,,75,100,
